emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,total_collection_amount_ever,accounts_opened_24m,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,credit_line_utilization,credit_utilization,num_accounts_past_due,cc_utilization,delinquent_history,credit_duration,has_credit_inquiries_last_12m,has_collection_accounts,has_accounts_opened_24m,has_bankrupt_history,has_past_due_accounts,debt_limit_exceded,is_bad_loan,is_homeowner
10.0,CA,OWN,140000.0,18.13,0,1994,2,38,27,456938,103750,0,10,27,0.0,0,9,69500,30,22,14,1,100.0,0,32000,60,7.97,648.39,Current,30239.13,2565.22,71.05,22.71,0.0,73.33,True,27,True,False,True,False,False,False,0,True
10.0,CA,OWN,54000.0,23.96,0,2003,3,30,16,58566,36193,0,3,15,,0,9,34674,24,14,11,2,100.0,0,14300,60,13.58,329.64,Current,13790.85,967.34,53.33,61.8,,58.33,True,18,True,False,True,False,False,False,0,True
7.0,FL,MORTGAGE,51000.0,21.2,0,1997,0,9,4,211439,29457,0,0,4,0.0,0,2,24700,6,3,3,2,100.0,0,38000,36,7.35,1179.43,Current,34178.34,4725.48,44.44,13.93,0.0,50.0,True,24,False,False,False,False,False,True,0,True
10.0,WI,MORTGAGE,100000.0,14.29,0,2000,1,24,12,295050,72409,0,7,12,0.0,0,3,83900,14,8,3,3,95.8,0,40000,36,10.42,1298.59,In Grace Period,36145.13,5171.2,50.0,24.54,0.0,57.14,True,21,True,False,True,False,False,False,1,True
10.0,MD,MORTGAGE,60000.0,20.06,0,2006,3,15,7,225023,27073,3956,5,7,0.0,0,2,6900,7,4,3,1,100.0,0,25000,60,20.39,667.79,Current,24258.55,1975.05,46.67,12.03,0.0,57.14,True,15,True,True,True,False,False,True,0,True
4.0,AZ,MORTGAGE,42000.0,28.54,0,2006,6,38,15,249221,48371,0,9,15,0.0,0,2,20000,27,12,4,4,100.0,1,14800,60,10.91,321.13,Current,13850.02,1587.71,39.47,19.41,0.0,44.44,True,15,True,False,True,True,False,False,0,True
10.0,MD,MORTGAGE,106000.0,8.23,0,2006,3,38,24,425809,18935,61,14,24,0.0,0,5,12300,31,23,19,1,97.4,0,12000,60,25.82,358.01,Current,11587.69,1439.92,63.16,4.45,0.0,74.19,True,15,True,True,True,False,False,False,0,True
0.0,MN,MORTGAGE,77000.0,15.88,0,2006,5,19,10,149128,136828,0,7,10,0.0,0,1,17500,6,5,2,2,89.5,0,16000,60,18.45,410.23,Current,15499.7,1312.69,52.63,91.75,0.0,83.33,True,15,True,False,True,False,False,False,0,True
7.0,VA,RENT,115000.0,17.33,0,1996,0,24,14,58351,41537,0,2,14,,0,7,24000,19,12,13,3,83.0,0,24000,60,11.98,533.63,Current,23109.07,1616.87,58.33,71.18,,63.16,True,25,False,False,True,False,False,True,0,False
5.0,FL,RENT,70000.0,22.33,0,2010,3,43,34,156212,48810,0,13,34,0.0,0,7,78700,32,25,13,0,100.0,1,4500,36,7.97,140.96,Current,4051.26,561.85,79.07,31.25,0.0,78.12,True,11,True,False,True,True,False,False,0,False
7.0,VA,OWN,64000.0,26.98,0,2001,2,14,10,231738,34318,0,3,10,0.0,0,2,2300,4,4,4,1,100.0,0,6000,36,13.59,203.88,Current,5446.97,819.34,71.43,14.81,0.0,100.0,True,20,True,False,True,False,False,True,0,True
0.0,IL,RENT,42000.0,19.83,0,2010,5,11,6,53094,33419,0,5,6,0.0,0,3,19000,7,5,4,0,100.0,0,20000,36,10.42,649.3,Current,17580.17,3234.92,54.55,62.94,0.0,71.43,True,11,True,False,True,False,False,True,0,False
0.0,VA,RENT,90000.0,15.84,0,1994,0,13,7,49200,33055,0,1,7,0.0,0,0,0,6,6,2,0,100.0,0,10600,36,9.44,339.26,Current,9564.37,1351.48,53.85,67.18,0.0,100.0,True,27,False,False,True,False,False,True,0,False
5.0,MI,MORTGAGE,78000.0,5.88,0,1989,1,15,8,190829,12477,0,2,8,0.0,0,5,16800,10,6,6,3,100.0,0,10000,36,6.08,304.59,Current,8717.45,1519.57,53.33,6.54,0.0,60.0,True,32,True,False,True,False,False,False,0,True
2.0,NC,OWN,52000.0,8.33,0,2013,0,4,3,18269,16147,0,1,3,0.0,0,2,5800,3,2,2,0,100.0,0,7000,36,14.07,239.49,Current,5516.33,1707.53,75.0,88.38,0.0,66.67,True,8,False,False,True,False,False,True,0,True
10.0,NY,RENT,54000.0,25.44,0,2006,1,28,18,40893,24857,1133,14,18,0.0,0,3,3100,20,13,10,0,92.6,0,3000,36,13.58,101.93,Current,2093.74,1003.53,64.29,60.79,0.0,65.0,True,15,True,True,True,False,False,False,0,False
3.0,VA,RENT,82000.0,13.65,0,2010,0,14,11,70685,32562,0,7,11,0.0,0,7,39000,11,10,8,0,100.0,0,18000,36,7.97,563.81,Current,16205.18,2247.27,78.57,46.07,0.0,90.91,True,11,False,False,True,False,False,False,0,False
10.0,OR,MORTGAGE,40000.0,3.27,1,1999,1,11,8,16468,7540,737,4,8,0.0,0,2,11200,8,7,4,0,90.9,0,10000,60,21.85,275.34,Fully Paid,0.0,10169.943333332,72.73,45.79,0.0,87.5,False,22,True,True,True,False,False,False,0,True
10.0,CA,OWN,150000.0,11.62,0,1999,5,28,13,407664,84911,0,8,12,,0,8,92500,17,10,6,1,100.0,0,35000,36,29.69,1479.87,Late (31-120 days),34386.09,1422.14,46.43,20.83,,58.82,True,22,True,False,True,False,False,False,1,True
10.0,WI,MORTGAGE,130000.0,31.18,0,2001,2,45,13,591015,176029,0,5,13,,0,5,63300,20,6,5,10,98.0,0,25000,36,7.34,775.82,Current,23119.84,2307.07,28.89,29.78,,30.0,True,20,True,False,True,False,False,False,0,True
3.0,CA,MORTGAGE,89179.0,35.8,0,1981,3,21,10,414424,111351,0,2,10,0.0,0,5,75100,13,8,8,3,100.0,0,12000,36,7.97,375.88,Current,10499.3,1868.77,47.62,26.87,0.0,61.54,True,40,True,False,True,False,False,False,0,True
8.0,TX,MORTGAGE,138000.0,5.87,0,2004,0,22,9,351941,17045,0,3,9,0.0,0,1,66600,14,7,1,2,100.0,0,30000,60,7.35,599.01,Current,27898.11,2970.55,40.91,4.84,0.0,50.0,True,17,False,False,True,False,False,False,0,True
2.0,NY,MORTGAGE,200000.0,9.95,0,2001,2,20,12,643718,44724,0,3,12,0.0,0,5,134900,10,8,5,1,100.0,0,15000,36,5.32,451.73,Current,13056.7,2254.22,60.0,6.95,0.0,80.0,True,20,True,False,True,False,False,False,0,True
10.0,NY,OWN,110000.0,14.1,0,1995,2,38,23,104547,56488,0,7,23,0.0,0,12,53300,32,21,17,0,83.8,0,30000,60,17.47,753.18,Current,29036.82,2230.42,60.53,54.03,0.0,65.62,True,26,True,False,True,False,False,False,0,True
7.0,IL,OWN,70000.0,11.85,0,2006,0,7,7,67239,25109,0,2,7,0.0,0,5,54100,6,6,5,0,100.0,0,10000,36,7.34,310.33,Current,9247.93,926.91,100.0,37.34,0.0,100.0,True,15,False,False,True,False,False,False,0,True
4.0,TX,RENT,95000.0,23.14,0,1999,0,32,17,91317,39966,0,4,17,0.0,0,5,21500,16,13,10,0,90.6,0,20000,36,12.61,670.13,Current,18605.56,1996.38,53.12,43.77,0.0,81.25,True,22,False,False,True,False,False,False,0,False
10.0,NJ,RENT,200000.0,22.26,0,1998,1,28,17,257186,160756,0,5,17,0.0,0,9,112600,17,13,9,0,100.0,0,28200,60,26.3,849.34,Current,27243.98,3356.16,60.71,62.51,0.0,76.47,True,23,True,False,True,False,False,False,0,False
4.0,TX,MORTGAGE,120000.0,33.73,0,1988,1,57,27,412469,126970,0,5,27,0.0,0,7,71100,32,19,10,3,98.2,0,25000,60,9.92,530.2,Current,24021.35,1576.82,47.37,30.78,0.0,59.38,True,33,True,False,True,False,False,False,0,True
10.0,GA,MORTGAGE,32000.0,1.28,0,2001,0,8,3,154909,1208,0,0,3,0.0,0,1,2600,5,2,1,2,100.0,0,7000,36,7.96,219.23,In Grace Period,6648.04,452.87,37.5,0.78,0.0,40.0,True,20,False,False,False,False,False,True,1,True
2.0,CA,MORTGAGE,70000.0,18.46,1,2004,3,21,7,79288,62901,0,5,7,,0,5,45100,17,5,4,0,95.0,0,19500,36,16.01,685.66,Current,18643.33,1336.63,33.33,79.33,,29.41,False,17,True,False,True,False,False,False,0,True
8.0,AL,MORTGAGE,64000.0,20.91,0,2001,0,9,5,191883,32768,0,2,5,0.0,0,1,6500,4,2,1,1,100.0,1,35000,36,16.01,1230.67,Current,32678.16,3660.88,55.56,17.08,0.0,50.0,True,20,False,False,True,True,False,True,0,True
10.0,NJ,MORTGAGE,61000.0,9.33,0,2000,6,13,5,361146,12112,0,2,5,0.0,0,0,5500,9,3,2,1,100.0,0,15000,60,12.62,338.39,Current,14077.59,1697.22,38.46,3.35,0.0,33.33,True,21,True,False,True,False,False,True,0,True
7.0,NY,RENT,33000.0,15.67,0,2003,0,13,6,22900,13423,0,1,6,0.0,0,2,8300,8,5,3,0,91.7,0,15000,60,26.3,451.78,Late (31-120 days),14751.24,881.64,46.15,58.62,0.0,62.5,True,18,False,False,True,False,False,True,1,False
10.0,CA,RENT,82000.0,25.13,0,2005,2,51,23,174569,35844,65,4,23,0.0,0,11,121800,41,19,11,0,98.0,0,3000,36,6.72,92.25,Current,2618.5,460.13,45.1,20.53,0.0,46.34,True,16,True,True,True,False,False,False,0,False
10.0,TX,MORTGAGE,82000.0,36.67,0,1988,4,59,22,225181,75526,0,18,22,0.0,0,7,32900,26,15,9,3,100.0,0,5000,36,11.99,166.05,Current,4240.83,993.92,37.29,33.54,0.0,57.69,True,33,True,False,True,False,False,False,0,True
3.0,WY,OWN,25000.0,21.84,0,1999,1,20,11,39350,17861,0,3,11,0.0,0,2,18700,14,8,3,0,84.2,0,21600,60,18.45,553.8,Current,21153.19,1063.32,55.0,45.39,0.0,57.14,True,22,True,False,True,False,False,True,0,True
1.0,MA,MORTGAGE,54000.0,14.24,1,2003,2,15,6,95184,14687,0,5,6,0.0,0,3,9200,9,3,3,3,85.7,0,3000,36,7.97,93.97,Current,2624.82,467.19,40.0,15.43,0.0,33.33,False,18,True,False,True,False,False,False,0,True
5.0,FL,RENT,26000.0,11.22,0,2010,2,23,19,30700,8904,0,7,19,0.0,0,3,18200,21,18,3,0,100.0,0,10000,60,12.61,225.54,Current,9634.82,662.61,82.61,29.0,0.0,85.71,True,11,True,False,True,False,False,False,0,False
3.0,PA,MORTGAGE,56000.0,25.78,0,2007,6,32,9,102619,44208,0,4,9,0.0,0,1,8300,16,4,1,1,100.0,0,20000,36,7.97,626.46,Current,17498.86,3123.44,28.12,43.08,0.0,25.0,True,14,True,False,True,False,False,True,0,True
10.0,TX,MORTGAGE,100000.0,32.32,0,1988,1,25,12,258116,58174,0,8,12,0.0,0,3,36500,12,6,5,4,100.0,0,20000,36,7.34,620.66,Current,18495.86,1853.82,48.0,22.54,0.0,50.0,True,33,True,False,True,False,False,False,0,True
5.0,LA,RENT,59000.0,1.02,0,2005,1,7,3,60921,63440,1687,3,3,0.0,0,2,1000,2,2,2,1,83.3,0,7500,36,13.59,254.85,Current,6630.98,1268.59,42.86,104.13,0.0,100.0,True,16,True,True,True,False,False,True,0,False
10.0,NH,MORTGAGE,250000.0,9.61,0,1990,3,34,18,608772,83064,2189,4,18,0.0,0,7,81500,28,14,8,5,85.3,0,20000,36,16.01,703.24,Current,18673.24,2074.14,52.94,13.64,0.0,50.0,True,31,True,True,True,False,False,False,0,True
5.0,CO,RENT,58000.0,27.91,4,1996,1,26,12,47908,38680,0,2,12,,0,3,10040,16,9,4,0,69.0,0,6500,36,5.32,195.75,Current,5827.81,781.08,46.15,80.74,,56.25,False,25,True,False,True,False,False,False,0,False
10.0,SC,MORTGAGE,133000.0,11.96,0,1994,1,33,13,307572,58906,172,2,13,0.0,0,4,27900,15,10,8,2,100.0,1,16000,36,5.32,481.84,Current,13927.17,2430.48,39.39,19.15,0.0,66.67,True,27,True,True,True,True,False,False,0,True
2.0,FL,MORTGAGE,44500.0,19.69,0,2007,2,15,7,60904,23947,0,3,7,0.0,0,2,28500,6,5,3,0,100.0,0,7000,36,5.31,210.78,Current,6639.59,419.5,46.67,39.32,0.0,83.33,True,14,True,False,True,False,False,False,0,True
1.0,FL,RENT,36400.0,37.75,0,2011,1,9,6,69601,42986,0,0,6,0.0,0,3,14100,5,4,4,0,100.0,0,31275,60,13.59,721.09,Current,22338.45,10581.84,66.67,61.76,0.0,80.0,True,10,True,False,False,False,False,True,0,False
3.0,NY,OWN,140000.0,6.58,0,2001,2,18,7,355224,37389,0,2,7,0.0,0,3,38000,7,5,4,5,100.0,0,17800,36,6.07,542.08,Current,15427.2,2648.57,38.89,10.53,0.0,71.43,True,20,True,False,True,False,False,False,0,True
10.0,NV,MORTGAGE,94000.0,19.11,1,1994,0,21,8,156968,42762,0,1,8,0.0,0,2,17700,11,5,3,2,95.0,0,12000,36,5.32,361.38,Current,10759.06,1436.65,38.1,27.24,0.0,45.45,False,27,False,False,True,False,False,False,0,True
2.0,FL,RENT,23000.0,19.47,0,2008,0,12,3,19547,11082,0,2,3,0.0,0,0,0,5,1,1,0,100.0,0,15000,60,25.82,447.51,Current,14348.77,2216.03,25.0,56.69,0.0,20.0,True,13,False,False,True,False,False,True,0,False
6.0,NY,RENT,68450.0,8.24,0,2007,1,14,11,50454,36135,0,8,11,0.0,0,2,17400,8,5,2,0,100.0,0,32000,36,12.62,1072.36,Current,28242.66,5305.71,78.57,71.62,0.0,62.5,True,14,True,False,True,False,False,True,0,False
0.0,NY,RENT,66000.0,6.53,0,2009,1,23,9,36300,12709,219,1,9,0.0,0,1,33800,19,9,1,0,95.2,0,25000,60,12.62,563.98,Current,9757.85,15798.34,39.13,35.01,0.0,47.37,True,12,True,True,True,False,False,False,0,False
10.0,MA,OWN,25000.0,25.78,0,1985,1,30,10,165300,108768,0,2,10,0.0,0,2,18400,22,10,5,2,96.7,0,14000,36,6.08,426.42,Current,12567.21,1700.95,33.33,65.8,0.0,45.45,True,36,True,False,True,False,False,False,0,True
10.0,OH,MORTGAGE,120000.0,25.29,0,1999,2,23,13,374282,82939,0,6,13,0.0,0,4,54800,8,6,4,2,100.0,0,8500,36,15.05,294.87,Current,7732.65,1172.37,56.52,22.16,0.0,75.0,True,22,True,False,True,False,False,False,0,True
3.0,FL,MORTGAGE,65000.0,19.63,0,2005,1,26,15,47783,38054,0,8,15,0.0,0,3,13200,23,14,8,1,100.0,2,25000,60,18.06,635.66,Current,23663.32,3128.13,57.69,79.64,0.0,60.87,True,16,True,False,True,True,False,True,0,True
10.0,NY,RENT,58000.0,8.36,0,2000,1,11,3,25883,13730,0,2,3,0.0,0,1,10500,8,2,1,0,100.0,0,7000,36,9.92,225.61,Current,6492.6,669.11,27.27,53.05,0.0,25.0,True,21,True,False,True,False,False,False,0,False
5.0,GA,RENT,235000.0,8.09,0,1999,0,22,7,83675,99875,0,1,7,0.0,0,3,12200,13,5,5,0,100.0,0,16000,60,12.62,360.95,Current,15016.11,1793.53,31.82,119.36,0.0,38.46,True,22,False,False,True,False,False,True,0,False
4.0,NY,MORTGAGE,165000.0,15.4,0,1993,2,38,25,473535,118633,0,10,25,0.0,0,9,98200,21,14,10,4,94.7,0,3000,36,7.35,93.12,Current,2621.67,463.15,65.79,25.05,0.0,66.67,True,28,True,False,True,False,False,False,0,True
8.0,SC,MORTGAGE,35000.0,8.78,0,2007,0,34,16,142513,52593,520,3,16,0.0,0,1,2500,8,6,4,2,100.0,0,9600,36,10.9,313.84,Current,3535.08,6227.34,47.06,36.9,0.0,75.0,True,14,False,True,True,False,False,True,0,True
2.0,FL,RENT,60000.0,21.28,0,2010,1,20,15,88616,38418,0,5,15,0.0,0,8,41100,17,13,10,0,100.0,0,12000,36,6.71,368.94,Current,11394.63,728.93,75.0,43.35,0.0,76.47,True,11,True,False,True,False,False,False,0,False
3.0,AZ,RENT,36000.0,17.5,0,2012,1,9,7,222303,17964,0,3,7,0.0,0,1,5300,6,5,4,1,100.0,0,20000,36,19.03,733.43,Current,16782.57,4776.19,77.78,8.08,0.0,83.33,True,9,True,False,True,False,False,True,0,False
3.0,OH,MORTGAGE,25000.0,20.02,0,1995,0,11,9,137200,12185,0,1,9,0.0,0,5,15000,9,8,6,1,100.0,1,12000,60,11.99,266.88,Current,11403.21,1051.53,81.82,8.88,0.0,88.89,True,26,False,False,True,True,False,False,0,True
10.0,NY,RENT,42000.0,15.23,0,1998,0,18,6,52441,51233,0,2,6,0.0,0,0,0,13,2,2,0,55.6,0,14500,36,7.96,454.11,Current,13419.08,1355.92,33.33,97.7,0.0,15.38,True,23,False,False,True,False,False,True,0,False
10.0,UT,OWN,62000.0,26.52,3,1994,4,56,15,223299,58669,0,4,15,0.0,0,5,9000,9,9,9,1,92.9,0,5000,36,16.01,175.81,Current,4668.31,522.98,26.79,26.27,0.0,100.0,False,27,True,False,True,False,False,False,0,True
4.0,MA,RENT,43492.8,6.18,0,2014,2,10,5,15225,3340,695,7,5,0.0,0,1,7800,8,4,1,0,100.0,0,6025,36,7.34,186.98,Fully Paid,0.0,6074.8470177272,50.0,21.94,0.0,50.0,True,7,True,True,True,False,False,False,0,False
4.0,IL,RENT,70000.0,23.29,0,2005,7,26,16,65145,38218,150,5,16,0.0,0,6,16700,20,13,7,0,88.5,0,24000,36,10.41,779.05,Current,22853.35,1530.34,61.54,58.67,0.0,65.0,True,16,True,True,True,False,False,True,0,False
10.0,MS,MORTGAGE,80000.0,30.11,0,1990,7,48,20,188938,79073,0,9,20,0.0,0,4,48600,23,15,7,2,97.9,0,25000,60,21.85,688.35,Current,24041.65,2465.11,41.67,41.85,0.0,65.22,True,31,True,False,True,False,False,False,0,True
4.0,VA,RENT,62000.0,19.38,0,2001,3,32,15,87959,50622,0,4,15,0.0,0,2,31500,14,9,3,0,100.0,0,9600,36,7.35,297.96,Current,8634.53,1187.92,46.88,57.55,0.0,64.29,True,20,True,False,True,False,False,False,0,False
10.0,WI,MORTGAGE,55000.0,15.69,0,2000,1,20,8,131500,32656,0,3,8,0.0,0,4,11500,14,6,5,2,95.0,0,15000,36,10.41,486.91,Current,13554.18,1930.29,40.0,24.83,0.0,42.86,True,21,True,False,True,False,False,True,0,True
10.0,TN,RENT,48000.0,17.95,0,2014,3,14,13,30500,15316,173,6,13,0.0,0,9,20100,12,12,12,0,100.0,0,10000,36,11.98,332.05,Current,9296.37,989.49,92.86,50.22,0.0,100.0,True,7,True,True,True,False,False,False,0,False
3.0,AZ,MORTGAGE,72000.0,44.9,0,1999,1,27,15,396375,120421,195,4,15,0.0,0,7,21100,12,9,9,5,92.6,0,40000,60,11.98,889.38,Current,39015.01,1725.52,55.56,30.38,0.0,75.0,True,22,True,True,True,False,False,True,0,True
1.0,WI,MORTGAGE,23000.0,15.08,0,1991,1,22,10,34855,4905,0,4,10,0.0,0,4,27800,16,8,5,0,95.5,1,6500,36,6.72,199.88,Current,6006.81,597.21,45.45,14.07,0.0,50.0,True,30,True,False,True,True,False,False,0,True
2.0,CA,RENT,145000.0,17.25,0,1996,0,12,12,96600,38897,0,0,12,0.0,0,2,26600,2,2,2,0,100.0,0,12000,36,5.31,361.33,Current,11071.21,1080.45,100.0,40.27,0.0,100.0,True,25,False,False,False,False,False,False,0,False
5.0,AZ,RENT,84000.0,6.11,0,2009,3,10,7,46464,3659,0,4,7,0.0,0,1,24600,6,6,1,0,90.0,0,20000,60,12.61,451.08,Current,19269.64,1339.23,70.0,7.87,0.0,100.0,True,12,True,False,True,False,False,False,0,False
4.0,TX,MORTGAGE,44900.0,3.05,0,1997,0,6,4,87549,4321,0,4,4,0.0,0,1,36000,2,2,1,2,100.0,0,18000,36,7.35,558.68,Current,16189.73,2227.37,66.67,4.94,0.0,100.0,True,24,False,False,True,False,False,False,0,True
10.0,WV,OWN,90000.0,12.33,0,2005,2,34,7,69934,46986,2363,3,7,0.0,0,1,8300,8,4,2,2,100.0,0,21000,36,7.96,657.68,Current,19434.52,1986.97,20.59,67.19,0.0,50.0,True,16,True,True,True,False,False,True,0,True
0.0,NY,RENT,150000.0,10.49,4,2004,0,22,5,442958,29342,0,2,5,0.0,0,0,0,14,1,0,1,77.8,0,30000,60,14.08,699.3,Current,28222.27,3449.57,22.73,6.62,0.0,7.14,False,17,False,False,True,False,False,True,0,False
8.0,IL,MORTGAGE,22000.0,68.3,0,2008,4,22,12,183901,39201,0,5,12,0.0,0,0,0,12,6,3,2,100.0,0,18500,36,9.44,592.1,Current,16692.54,2358.7,54.55,21.32,0.0,50.0,True,13,True,False,True,False,False,True,0,True
1.0,TX,RENT,55000.0,34.43,0,1991,0,19,9,137725,93992,0,2,9,0.0,0,0,2500,10,5,1,3,94.7,0,20000,60,16.02,486.58,Current,19103.93,1928.52,47.37,68.25,0.0,50.0,True,30,False,False,True,False,False,True,0,False
2.0,CA,RENT,52000.0,13.96,0,2007,1,23,16,75637,52354,0,2,16,0.0,0,5,25800,6,5,5,0,100.0,0,12000,60,9.93,254.56,Current,11210.75,1266.18,69.57,69.22,0.0,83.33,True,14,True,False,True,False,False,False,0,False
3.0,NJ,RENT,45000.0,13.33,0,2014,2,14,11,31484,15907,0,11,11,0.0,0,6,13500,13,10,8,0,100.0,0,12000,36,9.92,386.76,Current,11130.17,1153.67,78.57,50.52,0.0,76.92,True,7,True,False,True,False,False,False,0,False
3.0,FL,RENT,29000.0,27.61,0,1997,3,15,9,42052,30155,0,7,9,0.0,0,4,8300,9,8,8,0,100.0,0,3500,36,19.03,128.35,Current,3201.61,509.7,60.0,71.71,0.0,88.89,True,24,True,False,True,False,False,False,0,False
7.0,FL,OWN,40000.0,16.13,0,1997,2,32,11,177753,17736,0,5,11,0.0,0,2,12000,22,9,5,1,87.5,0,8000,36,9.93,257.88,Current,7025.61,1280.57,34.38,9.98,0.0,40.91,True,24,True,False,True,False,False,False,0,True
5.0,MI,RENT,80000.0,23.73,0,2012,1,10,6,65382,35389,0,5,6,0.0,0,1,7500,6,3,1,0,100.0,0,25000,60,16.02,608.22,Current,23879.94,2410.63,60.0,54.13,0.0,50.0,True,9,True,False,True,False,False,True,0,False
1.0,WI,RENT,46000.0,26.22,0,2008,0,34,11,98776,78906,0,6,11,0.0,0,1,7000,7,3,3,0,100.0,0,13500,36,9.93,435.17,Current,11855.72,2168.4,32.35,79.88,0.0,42.86,True,13,False,False,True,False,False,True,0,False
2.0,SC,RENT,40000.0,16.23,0,2007,0,7,5,25300,19719,0,3,5,0.0,0,4,25300,7,5,4,0,100.0,0,15000,36,10.42,486.98,Current,13052.07,2430.55,71.43,77.94,0.0,71.43,True,14,False,False,True,False,False,False,0,False
8.0,IL,RENT,90000.0,11.13,0,2004,2,14,8,50855,30582,85,3,8,0.0,0,2,5100,6,6,4,0,64.3,0,8400,36,10.91,274.65,Current,7390.41,1363.07,57.14,60.14,0.0,100.0,True,17,True,True,True,False,False,True,0,False
10.0,WI,MORTGAGE,80000.0,29.21,0,2003,1,38,23,233627,63045,0,5,23,0.0,0,4,68400,26,18,4,3,97.4,0,11000,60,9.92,233.29,Current,10569.39,693.81,60.53,26.99,0.0,69.23,True,18,True,False,True,False,False,False,0,True
0.0,NY,OWN,66000.0,19.31,0,2004,0,13,5,43179,17073,319,3,4,0.0,0,1,2700,4,3,1,0,69.2,0,20000,36,9.93,644.69,Current,18059.32,2567.73,38.46,39.54,0.0,75.0,True,17,False,True,True,False,False,True,0,True
1.0,NY,RENT,80000.0,11.3,0,2002,1,19,13,55501,35880,0,5,13,0.0,0,1,13000,6,4,2,0,73.7,0,8400,36,9.44,268.85,Current,7579.3,1070.99,68.42,64.65,0.0,66.67,True,19,True,False,True,False,False,False,0,False
3.0,KY,MORTGAGE,35000.0,18.96,0,2012,0,11,6,68273,12299,0,4,6,0.0,0,2,7600,5,4,3,1,100.0,0,10000,36,15.05,346.9,Current,9097.26,1379.24,54.55,18.01,0.0,80.0,True,9,False,False,True,False,False,True,0,True
10.0,IL,OWN,60000.0,32.2,0,1999,4,30,26,88144,50893,0,3,26,0.0,0,11,31600,27,25,18,0,100.0,0,21000,36,17.09,749.65,Current,18682.04,3728.31,86.67,57.74,0.0,92.59,True,22,True,False,True,False,False,False,0,True
1.0,CA,MORTGAGE,70000.0,16.48,0,2002,2,25,16,85825,25617,0,10,16,0.0,0,6,58200,20,15,8,0,95.8,1,4000,36,6.72,123.0,Current,654.89,3382.6,64.0,29.85,0.0,75.0,True,19,True,False,True,True,False,False,0,True
4.0,TX,MORTGAGE,110000.0,30.63,0,1997,0,28,20,211174,64719,0,4,20,0.0,0,5,70500,16,13,8,0,100.0,0,12000,36,6.72,369.0,Current,10474.0,1836.04,71.43,30.65,0.0,81.25,True,24,False,False,True,False,False,False,0,True
6.0,FL,MORTGAGE,79000.0,18.36,0,2004,3,22,16,206749,34954,0,5,16,0.0,0,11,24100,16,14,13,2,100.0,0,27025,60,21.85,744.1,Current,26255.09,2199.49,72.73,16.91,0.0,87.5,True,17,True,False,True,False,False,True,0,True
10.0,IL,MORTGAGE,65000.0,24.0,0,2001,4,36,20,182682,33088,0,9,19,0.0,0,9,33400,30,17,12,3,100.0,1,5000,36,16.01,175.81,Current,4668.31,522.98,55.56,18.11,0.0,56.67,True,20,True,False,True,True,False,False,0,True
2.0,TX,OWN,22772.25,18.92,0,1998,2,8,5,30259,10034,0,1,5,0.0,0,2,20300,7,4,2,0,100.0,0,10000,36,7.96,313.18,Current,9254.54,935.12,62.5,33.16,0.0,57.14,True,23,True,False,True,False,False,False,0,True
2.0,CA,RENT,26000.0,21.05,0,2014,2,7,6,32430,23005,0,3,6,0.0,0,2,6800,5,5,4,0,100.0,0,2400,36,12.62,80.43,Current,2175.73,320.04,85.71,70.94,0.0,100.0,True,7,True,False,True,False,False,False,0,False
2.0,NC,OWN,112798.0,32.46,0,2005,1,60,19,411649,253533,0,5,19,0.0,0,10,95000,20,15,11,2,100.0,0,30000,60,19.03,778.72,Current,28758.99,3083.16,31.67,61.59,0.0,75.0,True,16,True,False,True,False,False,False,0,True
10.0,MD,MORTGAGE,88141.0,14.31,0,2001,1,34,9,295400,30167,0,7,9,0.0,0,3,11000,18,7,5,5,97.1,0,15000,60,12.61,338.31,Current,14636.73,655.6,26.47,10.21,0.0,38.89,True,20,True,False,True,False,False,True,0,True
5.0,MO,MORTGAGE,76000.0,17.09,2,1999,1,29,12,143750,46192,1757,4,12,0.0,0,4,12500,19,9,7,2,79.3,0,2400,36,10.9,78.46,Current,2228.47,233.93,41.38,32.13,0.0,47.37,False,22,True,True,True,False,False,False,0,True
5.0,NY,RENT,51000.0,16.35,0,2007,1,8,6,41022,24013,0,5,6,0.0,0,4,12200,5,4,4,0,100.0,0,25475,36,15.04,883.6,Current,23760.75,2629.51,75.0,58.54,0.0,80.0,True,14,True,False,True,False,False,True,0,False
6.0,CT,MORTGAGE,85000.0,48.06,0,2004,0,31,22,506207,116104,0,5,22,0.0,0,8,50800,17,10,10,1,90.3,0,32000,36,14.08,1094.93,Current,28317.27,5412.07,70.97,22.94,0.0,58.82,True,17,False,False,True,False,False,False,0,True
0.0,ID,MORTGAGE,28000.0,9.22,0,2008,1,13,4,213310,7097,0,1,4,0.0,0,1,2500,4,3,3,1,100.0,0,20000,60,9.93,424.26,Current,18684.9,2170.96,30.77,3.33,0.0,75.0,True,13,True,False,True,False,False,True,0,True
